0,123
0,2750
0,4085
0,921
0,3533
0,2409
0,1388
0,4783
0,4932
0,2478
0,503
0,870
0,5304
0,852
0,3035
0,2376
0,4447
0,3753
0,4180
1,3987
1,4419
1,4947
1,3176
1,1764
1,2315
1,2985
1,5033
1,2210
1,849
1,3330
1,459
1,3468
1,5025
1,1452
1,3404
1,3195
1,3484
1,5187
2,3672
2,570
2,1898
2,4568
2,130
2,401
2,1306
2,1535
2,5305
2,3622
2,2438
2,4915
2,677
2,1790
2,2150
3,3453
3,4569
3,3550
4,1865
4,348
4,1628
4,2289
4,2121
4,724
4,2530
4,2151
4,2067
4,185
4,4833
4,1436
4,4544
4,2500
4,4546
4,527
4,3816
5,4237
5,461
5,3894
5,3974
6,4773
7,4789
8,170
9,5166
10,5319
10,1328
10,4128
10,409
10,3219
10,3142
10,4483
10,1439
10,4919
10,1417
10,3535
10,3675
10,4876
11,1931
11,3485
11,5221
11,467
12,1673
13,4273
13,430
13,4417
13,1494
13,5005
14,5077
14,935
14,2745
15,2483
15,1192
15,461
15,1034
15,171
16,2569
16,2951
16,4553
16,4530
16,3000
16,3214
16,1157
16,3716
16,1968
16,2040
16,2141
16,1991
17,4823
18,1184
18,3672
18,570
18,5316
18,130
18,3186
18,1535
18,2734
18,2773
18,5305
18,3622
18,2438
18,3294
18,2150
19,1817
19,4608
19,3354
20,1496
20,3621
20,233
20,1597
20,1100
20,953
20,4720
20,1620
20,4633
20,1961
20,4779
20,1822
20,3261
20,2970
20,2753
20,1673
20,4771
20,4477
21,2140
172,4057
172,1087
172,570
172,918
172,1898
172,130
172,3186
172,1535
172,2417
172,2773
172,3500
172,5305
172,2150
172,5316
172,2408
172,677
172,4958
172,5325
23,3718
23,5212
23,2635
24,446
24,3103
24,2655
24,2275
24,4397
24,5057
24,3370
24,1673
24,2949
24,2661
25,1751
198,4421
27,3087
27,422
28,1756
28,4164
28,87
28,4170
28,2140
29,1162
29,1673
30,4416
30,1041
30,3702
30,4460
30,931
30,5239
30,4624
30,2183
30,1673
31,4530
32,133
33,437
33,2424
33,148
33,4751
33,2317
33,1697
33,2545
33,4951
33,162
33,2283
33,2560
33,3694
33,2052
33,4179
33,4794
33,254
34,4811
34,3086
34,270
34,3514
35,2018
35,2287
35,1994
35,4470
35,2411
35,1532
35,3429
35,1717
35,3709
35,5223
35,4212
35,656
35,3070
35,2111
35,3722
35,4449
35,4026
35,2379
35,2444
35,135
35,5274
35,3985
35,1364
35,3928
35,788
36,3989
36,3506
36,4751
36,1595
36,1061
36,994
37,3093
37,163
38,2498
38,3416
38,1183
39,5237
39,1094
39,1956
39,4379
39,4950
39,2517
39,4148
39,898
39,3699
39,2159
39,1527
39,3741
39,1598
39,417
39,2095
40,637
40,2551
40,2287
40,1994
40,925
40,4470
40,515
40,859
40,4529
40,4719
40,3161
40,2018
40,1532
40,5136
40,4143
40,5155
40,3429
40,3709
40,5223
40,3087
40,3233
40,4212
40,3139
40,4560
40,80
40,1943
40,656
40,3070
40,4587
40,2457
40,2111
40,3722
40,4426
40,2411
40,2728
40,4449
40,4026
40,2034
40,2444
40,135
40,5050
40,5274
40,3096
40,3985
40,1364
40,4133
40,3928
40,788
5201,3964
5201,1192
5201,354
5201,3007
5201,4519
41,2708
42,965
42,3387
42,3425
42,2198
43,3650
43,852
43,4173
43,2808
43,425
43,2442
43,4331
43,4599
43,5293
43,4014
43,4613
44,935
44,5221
44,3399
45,4400
46,4668
46,540
46,4273
46,4417
46,389
46,4220
46,4149
46,652
46,4588
46,4854
46,5005
47,2172
47,4260
47,3228
47,3518
48,1713
49,1092
49,4295
49,2478
49,425
49,2198
49,4067
49,3385
49,2781
49,1807
49,150
49,2106
49,2825
49,1456
49,852
49,4447
49,4223
49,4064
50,383
50,2131
50,1817
50,4065
50,5180
50,563
50,1785
50,4608
51,3841
51,4245
51,2753
51,1100
51,1961
51,4477
51,953
52,437
52,4421
53,2462
53,1241
53,459
53,4181
53,4670
53,5022
53,3030
53,2315
53,912
53,2887
53,2652
53,3327
53,376
53,1085
53,5025
53,3195
53,5187
54,3064
54,3472
54,3030
54,912
54,1649
54,3304
54,503
54,1981
54,3327
54,2462
54,2797
54,2805
54,4846
54,4592
54,2825
54,2989
54,4082
54,1950
54,693
54,4293
55,1154
55,3332
55,769
56,1968
56,1698
1565,1967
1565,2996
1565,4597
57,3009
57,924
57,1718
57,3943
57,5170
57,4133
57,5342
57,2837
57,4118
58,4668
58,5005
58,4273
58,4149
58,4854
59,3219
59,650
60,1051
60,1466
60,1875
60,4923
60,5042
60,2850
60,2598
60,2106
60,1012
60,1732
60,5229
60,2843
60,5034
60,4571
60,263
368,4894
368,5308
368,4620
368,1429
368,1324
368,4735
368,4708
368,1267
368,2537
368,644
62,5289
62,858
62,349
62,4891
62,5077
62,4877
62,4854
63,1466
63,1548
63,4295
63,2850
63,2511
63,1613
63,2781
63,5261
63,150
63,1807
63,2381
63,1089
64,2653
64,3271
65,3098
65,1223
65,4221
65,2814
65,2663
65,612
65,4013
65,3083
65,4342
65,313
65,892
65,5326
65,4501
65,3870
65,4786
65,297
65,2228
65,155
65,4133
65,3909
65,4218
65,4611
65,5247
65,2906
65,661
65,5342
65,4482
65,2607
65,4990
65,4901
65,551
65,3428
65,3361
65,4336
66,2043
67,704
68,608
68,3017
68,3129
68,909
68,431
68,467
68,4498
68,744
68,3172
68,4912
68,4705
68,3494
68,1893
68,2152
68,1334
68,5247
68,2602
68,2481
68,1567
68,4289
68,4080
68,5338
68,3092
68,5145
68,2607
68,1184
68,1139
68,1068
68,1929
68,4961
68,3076
68,4039
69,1072
69,5215
69,5247
69,2621
70,1429
70,3581
70,2207
70,747
70,2929
70,4381
70,3731
70,4977
71,5091
71,4244
72,607
72,3671
72,811
72,3636
72,4979
72,3680
72,979
72,4781
72,3950
72,1287
72,1200
72,4297
73,4865
73,2518
73,1449
73,2607
73,1189
73,3509
73,151
74,3142
74,3257
75,5235
75,4273
75,4737
75,5295
75,652
75,487
75,864
75,4668
75,2201
75,4149
75,2988
75,5168
75,4220
76,2200
76,1054
76,4883
76,2841
76,379
76,1072
76,3999
76,2794
76,450
76,4237
76,5311
76,354
76,5106
76,3007
76,4455
76,4965
76,4591
76,4294
76,817
77,4629
77,2463
77,1228
78,2356
78,3971
78,3100
78,2993
78,3051
79,1865
79,348
79,2530
79,185
79,2289
79,2121
79,2151
79,4833
79,1622
80,2287
80,1994
80,4136
80,4470
80,859
80,3429
80,3087
80,4212
80,4560
80,656
80,3070
80,4587
80,2111
80,3722
80,4449
80,4026
80,2034
80,135
80,5274
80,3985
80,2411
80,3928
80,788
81,3048
81,2185
81,5096
81,5305
81,2067
81,97
81,1023
82,3475
82,3135
82,91
83,1608
83,3967
83,2851
83,1124
83,894
83,1877
83,4312
83,1709
83,765
83,4987
83,4352
83,2884
83,1863
83,2224
84,462
84,3920
84,673
84,1950
84,1582
84,3304
84,3279
84,2774
84,1981
84,3472
84,5004
84,503
84,3554
84,3565
84,4686
84,2188
84,4846
84,2989
84,940
84,4813
85,1411
85,2553
85,2137
85,1206
85,3698
86,3993
86,3441
86,508
87,1756
87,3843
87,3594
87,1962
87,2140
87,3900
87,4824
88,4273
88,3958
88,3966
88,4580
88,4387
88,93
88,2300
88,5005
88,4588
88,3872
88,2986
88,4854
88,389
88,4975
89,1051
89,1466
89,425
89,646
89,2850
89,2511
89,1388
89,4109
89,2598
89,3414
89,852
89,2825
89,1396
89,5261
89,263
89,4295
89,2198
89,757
89,106
89,1677
89,3718
89,5034
89,2376
89,4223
89,2381
89,921
89,4064
89,2305
89,2306
89,5042
89,4067
89,2781
89,789
89,1773
89,1613
89,3394
89,1012
89,2478
89,3219
89,4571
89,1089
89,2994
89,1092
89,2808
89,4009
89,2409
89,1875
89,5229
89,3439
89,1789
89,2343
89,4085
89,150
89,870
89,4265
89,2843
89,1807
89,4447
89,5086
89,3769
89,4180
90,4668
90,2300
90,1866
90,2372
90,2541
90,2505
90,3263
90,3958
90,4580
90,2162
90,366
90,1581
90,1880
90,4936
90,4070
90,2348
90,1082
90,3926
91,1400
91,1895
91,465
91,2711
91,845
91,4944
91,3135
91,1585
91,3232
91,4604
91,4266
91,1876
91,3349
91,1190
91,1390
91,3475
91,5182
91,698
91,2033
91,4452
91,3123
91,3423
91,4862
91,1937
91,961
91,2060
91,134
92,4397
92,5243
93,4668
93,540
93,2201
93,4574
93,1372
93,3592
93,4417
93,389
93,5076
93,4149
93,3809
93,1405
93,2664
93,4737
93,3369
93,571
93,5295
93,652
93,3211
94,2767
95,3137
95,3127
96,789
96,2433
96,1875
96,424
96,4923
96,5229
96,1773
96,2598
96,2106
96,1012
96,3439
96,4571
96,1732
96,801
96,2843
96,5042
96,2928
96,5034
96,5086
96,263
96,5064
97,1948
97,5305
97,1184
97,4453
97,1813
97,5096
98,4133
99,1961
99,233
100,3681
100,2931
100,3938
100,3635
100,171
100,4601
100,3615
100,666
100,1921
100,1231
100,1222
100,1317
100,5107
100,1224
100,4528
100,3531
100,2958
100,2451
100,2105
100,3460
100,5123
100,3890
100,5126
100,4315
100,2630
100,3551
100,1009
100,2979
100,2179
100,5225
100,3737
100,2399
100,4409
100,308
100,786
100,2328
100,400
100,632
100,949
100,4605
100,727
100,149
100,1286
100,3453
100,868
100,639
100,4261
100,4287
101,1704
101,1254
101,2257
101,2952
101,3992
101,1324
101,3844
101,4575
101,3773
101,1228
101,168
101,2799
101,1429
101,2898
101,1586
101,173
101,1473
101,3138
101,3645
101,4899
101,2270
101,1580
101,5101
101,1483
101,5184
101,2358
101,2288
101,1267
101,2360
101,1593
101,4894
101,5308
101,4157
101,5167
101,1767
101,4488
101,4578
102,1231
102,3773
102,4072
102,4355
102,4605
103,460
104,4397
105,545
105,3976
105,4050
106,4617
106,3298
106,1051
106,4295
106,2306
106,789
106,1203
106,1144
106,425
106,3325
106,4067
106,4064
106,2850
106,2511
106,1230
106,2916
106,3778
106,2025
106,2781
106,150
106,4649
106,2106
106,2456
106,965
106,4599
106,3414
106,1661
106,2008
106,1807
106,622
106,2442
106,3378
106,3317
106,4595
106,2482
106,1396
106,1644
106,4153
106,1017
106,2825
106,852
106,2279
106,1710
106,2790
106,3140
106,4098
106,3373
106,5234
106,1089
106,642
106,5293
106,4283
106,4434
106,5322
107,4786
107,2814
107,708
107,3353
107,5118
107,2906
107,2837
107,1878
108,3680
108,1254
108,3636
108,2952
108,1954
108,316
108,1228
108,2799
108,1429
108,2492
108,3001
108,1473
108,2268
108,1539
108,1483
108,5184
108,1267
108,3981
108,1832
108,4894
108,5308
108,4488
108,4157
108,906
108,2707
108,4578
109,444
110,4556
110,2067
110,5305
110,1436
110,2090
110,1380
110,3186
110,4453
110,1184
111,3050
111,2646
111,992
111,3125
112,3475
112,3135
112,2060
112,4612
113,1498
113,4567
113,4490
113,2909
113,2899
113,1841
113,1751
114,419
114,2529
115,1533
115,2498
115,3416
115,3347
115,1183
115,4530
115,4267
116,2084
117,607
117,3680
117,3636
117,4979
117,4297
117,3898
117,4798
117,1557
117,2593
117,1617
117,1658
117,485
117,1287
117,979
117,2030
117,2673
117,2856
117,1133
117,1016
117,1594
117,3671
117,195
117,3720
702,3582
2706,2063
2706,5045
2706,3374
2706,4186
2706,2239
2706,1132
120,448
121,464
121,5319
121,3254
121,3313
121,409
121,3219
121,1733
121,686
121,3142
121,2423
121,1417
121,529
121,3535
122,2115
122,448
122,4721
122,2233
122,2642
123,1771
123,4656
123,2279
123,681
123,2409
123,3637
123,2563
123,2376
123,603
123,5304
123,4218
123,780
123,4447
123,4494
123,3498
123,3259
123,4085
123,2103
123,1842
123,4180
124,4253
124,5130
752,957
126,3977
126,188
127,3371
127,1511
127,2335
127,550
127,2745
128,3771
128,3016
128,988
128,2867
128,2713
128,5196
128,481
128,561
128,4341
128,4138
128,1682
128,1692
128,1450
128,229
128,932
128,761
128,1825
128,1155
128,684
128,4532
128,3200
128,3203
128,2076
128,3182
128,853
128,474
128,3544
128,3673
128,2215
128,3125
128,2253
128,987
128,346
129,4459
130,964
130,1813
130,1719
130,2773
130,967
130,2079
130,4281
130,339
130,2438
130,5096
130,3104
130,5269
130,2090
130,2189
130,4042
130,3186
130,4453
130,3113
130,271
130,1333
130,4953
130,3717
130,1948
130,3984
130,1184
130,876
130,1067
130,2548
130,1389
130,2042
130,536
130,312
130,2895
130,4556
130,2313
130,1380
130,2132
130,934
130,3902
130,4651
130,1436
130,3143
130,5029
130,1088
130,4577
130,3329
130,1848
130,2067
130,3583
130,3005
130,3932
130,4915
130,2678
130,159
130,3500
130,5305
131,5094
132,4661
132,3732
132,3955
133,204
133,3184
133,903
133,2704
133,3662
133,5247
133,2694
134,1937
134,584
134,4944
134,3135
134,4452
135,4658
135,1994
135,4136
135,3161
135,2018
135,5223
135,3233
135,656
135,4587
135,3722
135,4426
135,4026
135,4143
135,583
135,3985
135,3928
135,788
136,165
136,5237
136,1844
136,1956
136,3455
136,4950
136,895
136,1128
136,2517
136,3219
136,898
136,3699
136,2159
136,5288
136,3741
136,160
136,1598
136,4813
136,417
136,1527
136,2095
137,3453
137,4287
137,1231
137,308
137,3013
137,1034
137,4315
138,2198
138,4613
139,4276
139,433
139,409
139,3219
139,4030
139,2830
139,529
139,2497
139,3142
139,3313
139,4397
139,1673
140,2708
140,5166
141,942
141,665
141,3988
141,3234
141,5051
141,819
141,4360
141,1850
141,1282
141,2180
141,1308
141,1199
141,2533
141,5028
141,1229
141,3670
141,777
141,4443
141,4299
141,1114
141,4895
142,2822
142,4019
142,4467
142,1845
142,3769
142,1705
142,4109
143,3741
143,1598
143,898
143,4379
143,1527
144,1138
144,2161
145,4882
145,379
145,4965
145,284
145,3283
146,942
146,4776
146,5040
146,2099
146,2930
146,4360
146,4796
146,370
146,2533
146,3169
146,4441
146,3640
146,1914
146,4625
146,4443
146,726
146,3021
146,3377
146,1308
146,3754
146,3755
146,601
146,1850
146,1282
146,1609
146,2180
146,1614
146,3971
146,3234
146,777
146,1128
146,1262
146,5051
146,1242
146,5028
146,5007
146,5080
146,3670
146,1291
146,816
146,3175
146,5012
146,3934
146,5337
146,4395
146,1199
146,5150
146,2633
147,1429
147,969
148,825
148,4751
148,1015
148,162
148,2560
148,5247
149,3223
149,3522
149,1231
149,3743
149,3063
149,3060
149,4904
149,3254
149,817
150,1092
150,3298
150,3230
150,1466
150,2306
150,5153
150,1203
150,5322
150,1144
150,2932
150,4438
150,223
150,1325
150,4295
150,1789
150,125
150,2850
150,2511
150,4699
150,4085
150,4098
150,3778
150,681
150,948
150,1613
150,642
150,2781
150,2699
150,1506
150,4153
150,4283
150,2598
150,3140
150,2456
150,425
150,4599
150,1661
150,2008
150,2808
150,1455
150,381
150,2825
150,4461
150,622
150,2442
150,4447
150,5247
150,3317
150,3498
150,2482
150,1396
150,1644
150,5261
150,1807
150,3650
150,5034
150,2279
150,1710
150,2790
150,2381
150,4067
150,2343
150,449
150,3295
150,2384
150,5234
150,1089
150,3037
150,5293
150,3840
150,4064
150,4434
150,2025
151,3620
152,1527
153,3190
153,3541
153,3899
153,3437
153,1795
153,873
153,2430
154,2288
154,2613
154,1872
154,1429
154,969
154,2069
154,936
154,457
154,2360
156,244
156,3860
156,4678
156,2172
156,3019
156,968
156,3508
156,4385
156,1781
156,4184
156,337
156,2782
156,3348
156,1561
156,2938
156,1363
156,3922
156,3788
156,1733
156,2940
156,1722
156,2942
156,4689
156,4440
156,3271
156,1570
156,5105
156,1922
156,2792
156,4373
156,1745
156,3276
156,3451
156,1935
156,3115
156,1673
156,2452
156,4722
156,828
156,2718
156,2421
156,2719
156,1151
156,4276
156,4541
156,686
156,4955
156,4957
156,2883
156,2214
156,1417
156,529
156,2383
156,2546
156,834
156,4397
156,3723
156,2775
